0.019509185	0.026641542	-0.067681395	0.020512266	-0.030158734	-0.045205902	-0.032550175	0.006139557	0.0054742447	0.1117586	-0.030298995	-0.010869251	-0.03339405	0.008059295	0.03567912	0.014916657
0.0068892096	0.16027868	0.02321265	0.109338015	-0.11103981	0.03503817	-0.11739972	-0.09235596	0.0059504043	0.118219204	-0.16664238	-0.13911937	-0.13624132	-0.027170496	0.0119381035	0.06627695
-0.062394485	0.22155628	-0.0011148453	0.18683611	-0.17795663	0.118086055	-0.11399734	-0.20037842	-0.07568742	0.16696034	-0.24415709	-0.1543386	-0.17824611	0.027822739	0.09657197	0.14467193
0.2889262	-0.49990326	-0.24499467	-0.529701	0.38072157	-0.42587623	0.44913846	0.5232184	0.37291828	0.18677542	0.517775	0.45423716	0.40180716	0.23340094	-0.39792156	-0.41609257
5.2334333e-05	-0.023606332	-0.03265261	-0.007728045	-0.017008413	-0.030057827	0.056526143	-0.0129021	0.02041836	0.11860785	0.06595584	-0.025477795	0.050334875	0.091478445	-0.056297224	-0.02693333
-0.021748789	0.07370248	0.012484654	0.0952053	-0.042714823	0.015884299	-0.055983085	-0.11052349	-0.036952958	0.00017948479	-0.06707235	-0.069015466	-0.046108928	-0.031920373	0.060396247	0.08971226
0.37484255	-0.43692356	-0.35350746	-0.47142574	0.387362	-0.43811753	0.4535879	0.49867654	0.30823073	0.298215	0.42750514	0.45366263	0.39517897	0.3533723	-0.35935742	-0.37751076
-0.07625727	0.12390597	0.049072914	0.029432002	-0.02319472	0.033498637	-0.049446445	-0.112237304	-0.0035998465	-0.005731562	-0.090332516	-0.05057535	-0.022445906	-0.057169005	0.047519863	0.08598556
0.21215028	-0.36148065	-0.22932257	-0.39492562	0.34136072	-0.3259931	0.385433	0.37398636	0.26198736	0.16743287	0.37421748	0.3732814	0.31584132	0.20094413	-0.3618178	-0.3656298
0.053794295	-0.031865533	-0.052672256	-0.051309712	-0.01692965	-0.008809764	-0.01117809	0.0005426677	0.059611645	0.08214279	-0.028616052	0.009535607	-0.03576479	0.066042595	-0.006363714	-0.04561262
0.32118127	-0.4320146	-0.33117905	-0.49679938	0.3998569	-0.39648557	0.4077598	0.540788	0.33878237	0.25799695	0.49023372	0.39795488	0.45670214	0.3676834	-0.40154046	-0.4187049
-0.02388214	0.09649012	0.008636502	0.13566418	-0.13071609	0.062778294	-0.088497296	-0.076655686	-0.08727121	0.06920978	-0.15444651	-0.1362527	-0.069033004	0.0034991617	0.028184732	0.041351557
0.18514527	-0.27979398	-0.14353155	-0.23077756	0.19065769	-0.22337145	0.24895036	0.2712031	0.13290149	0.11022108	0.29500487	0.17418055	0.26332372	0.086050525	-0.19431685	-0.23177698
-0.14801252	0.42456344	0.041396946	0.38378158	-0.34464526	0.2168735	-0.3012156	-0.40409467	-0.18012752	0.04269551	-0.40626815	-0.3594603	-0.30287623	-0.10955442	0.2731704	0.2923782
-0.028528258	0.02453389	-0.07889092	0.026544066	0.006570066	-0.06395383	-0.025365572	-0.011963352	-0.031486508	0.03530293	0.0033896794	0.0008474932	-0.01682989	-0.015859839	-0.017135218	0.003015322
-0.024996959	0.0047577615	-0.04956412	-0.013050982	0.031972315	-0.019105539	-0.0038501523	-0.053965744	0.04521409	0.046909083	0.018016815	0.0092953835	0.03819932	0.052440315	-0.036307484	0.041373823
